2713	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Los Angeles         	18632	Los Angeles County Museum of Natural History                                                                            	Income	900 Exposition Blvd 	Los Angeles         	CA  	90007	555-123-8632	fake18632@email.com 34.029748	 -118.281431
2714	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Los Angeles         	18622	National Veterans Foundation	BasicNeeds	9841 Airport Blvd., Suite 418	Los Angeles         	CA  	90045	555-123-8622	fake18622@email.com 33.945179	 -118.371739
2715	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Los Angeles         	18622	National Veterans Foundation	BasicNeeds	9841 Airport Blvd., Suite 418	Los Angeles         	CA  	90045	555-123-8622	fake18622@email.com 33.945179	 -118.371739
2716	Donation sorting	Help Process Gifts for an Organization in Los Angeles         	18622	National Veterans Foundation	BasicNeeds	9841 Airport Blvd., Suite 418	Los Angeles         	CA  	90045	555-123-8622	fake18622@email.com 33.945179	 -118.371739
2717	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Los Angeles         	18622	National Veterans Foundation	BasicNeeds	9841 Airport Blvd., Suite 418	Los Angeles         	CA  	90045	555-123-8622	fake18622@email.com 33.945179	 -118.371739
2718	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles         	18622	National Veterans Foundation	BasicNeeds	9841 Airport Blvd., Suite 418	Los Angeles         	CA  	90045	555-123-8622	fake18622@email.com 33.945179	 -118.371739
2719	Book/literacy fairs	Help organize a literary and book fair in Los Angeles         	18587	National Multiple Sclerosis Southern California and Nevada Chapter	Education	2440 South Sepulveda Blvd., Suite 115	Los Angeles         	CA  	90064	555-123-8587	fake18587@email.com 34.034607	 -118.428927
2720	Career Days	Help organize a career day at an agency or school in Los Angeles         	18587	National Multiple Sclerosis Southern California and Nevada Chapter	Education	2440 South Sepulveda Blvd., Suite 115	Los Angeles         	CA  	90064	555-123-8587	fake18587@email.com 34.034607	 -118.428927
2721	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Los Angeles         	18587	National Multiple Sclerosis Southern California and Nevada Chapter	Education	2440 South Sepulveda Blvd., Suite 115	Los Angeles         	CA  	90064	555-123-8587	fake18587@email.com 34.034607	 -118.428927
2722	After-school homework help/tutoring	Tutor students after school in Los Angeles         	18587	National Multiple Sclerosis Southern California and Nevada Chapter	Education	2440 South Sepulveda Blvd., Suite 115	Los Angeles         	CA  	90064	555-123-8587	fake18587@email.com 34.034607	 -118.428927
2723	Mentoring	Mentor a Teenager in Los Angeles         	18587	National Multiple Sclerosis Southern California and Nevada Chapter	Education	2440 South Sepulveda Blvd., Suite 115	Los Angeles         	CA  	90064	555-123-8587	fake18587@email.com 34.034607	 -118.428927
2724	Graduations	Help at a High School student graduation ceremony in Los Angeles         	18587	National Multiple Sclerosis Southern California and Nevada Chapter	Education	2440 South Sepulveda Blvd., Suite 115	Los Angeles         	CA  	90064	555-123-8587	fake18587@email.com 34.034607	 -118.428927
2725	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Francisco	18527	National Brain Tumor Foundation	BasicNeeds	22 Battery Street Ste 612	San Francisco	CA  	94111	555-123-8527	fake18527@email.com 37.796098	 -122.400748
2726	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in San Francisco	18527	National Brain Tumor Foundation	BasicNeeds	22 Battery Street Ste 612	San Francisco	CA  	94111	555-123-8527	fake18527@email.com 37.796098	 -122.400748
2727	Donation sorting	Help Process Gifts for an Organization in San Francisco	18527	National Brain Tumor Foundation	BasicNeeds	22 Battery Street Ste 612	San Francisco	CA  	94111	555-123-8527	fake18527@email.com 37.796098	 -122.400748
2728	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in San Francisco	18527	National Brain Tumor Foundation	BasicNeeds	22 Battery Street Ste 612	San Francisco	CA  	94111	555-123-8527	fake18527@email.com 37.796098	 -122.400748
2729	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in San Francisco	18527	National Brain Tumor Foundation	BasicNeeds	22 Battery Street Ste 612	San Francisco	CA  	94111	555-123-8527	fake18527@email.com 37.796098	 -122.400748
2730	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Los Angeles	18493	My Friends Place Inc	BasicNeeds	5850 Hollywood Blvd. 	Los Angeles	CA  	90028	555-123-8493	fake18493@email.com 34.099646	 -118.327692
2731	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Los Angeles	18493	My Friends Place Inc	BasicNeeds	5850 Hollywood Blvd. 	Los Angeles	CA  	90028	555-123-8493	fake18493@email.com 34.099646	 -118.327692
2732	Donation sorting	Help Process Gifts for an Organization in Los Angeles	18493	My Friends Place Inc	BasicNeeds	5850 Hollywood Blvd. 	Los Angeles	CA  	90028	555-123-8493	fake18493@email.com 34.099646	 -118.327692
2733	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Los Angeles	18493	My Friends Place Inc	BasicNeeds	5850 Hollywood Blvd. 	Los Angeles	CA  	90028	555-123-8493	fake18493@email.com 34.099646	 -118.327692
2734	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles	18493	My Friends Place Inc	BasicNeeds	5850 Hollywood Blvd. 	Los Angeles	CA  	90028	555-123-8493	fake18493@email.com 34.099646	 -118.327692
2735	Book/literacy fairs	Help organize a literary and book fair in San Diego           	18484	Muscular Dystrophy Assoc --San Diego County	Education	4719 Viewridge Avenue, #100	San Diego           	CA  	92123	555-123-8484	fake18484@email.com 32.797905	 -117.137023
2736	Career Days	Help organize a career day at an agency or school in San Diego           	18484	Muscular Dystrophy Assoc --San Diego County	Education	4719 Viewridge Avenue, #100	San Diego           	CA  	92123	555-123-8484	fake18484@email.com 32.797905	 -117.137023
2737	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in San Diego           	18484	Muscular Dystrophy Assoc --San Diego County	Education	4719 Viewridge Avenue, #100	San Diego           	CA  	92123	555-123-8484	fake18484@email.com 32.797905	 -117.137023
2738	After-school homework help/tutoring	Tutor students after school in San Diego           	18484	Muscular Dystrophy Assoc --San Diego County	Education	4719 Viewridge Avenue, #100	San Diego           	CA  	92123	555-123-8484	fake18484@email.com 32.797905	 -117.137023
2739	Mentoring	Mentor a Teenager in San Diego           	18484	Muscular Dystrophy Assoc --San Diego County	Education	4719 Viewridge Avenue, #100	San Diego           	CA  	92123	555-123-8484	fake18484@email.com 32.797905	 -117.137023
2740	Graduations	Help at a High School student graduation ceremony in San Diego           	18484	Muscular Dystrophy Assoc --San Diego County	Education	4719 Viewridge Avenue, #100	San Diego           	CA  	92123	555-123-8484	fake18484@email.com 32.797905	 -117.137023
2741	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Diego           	18473	Torrey Pines Institute for Molecular Studies. Inc.	BasicNeeds	3550 General Atomics Court 	San Diego           	CA  	92121	555-123-8473	fake18473@email.com 32.900279	 -117.192883
2742	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in San Diego           	18473	Torrey Pines Institute for Molecular Studies. Inc.	BasicNeeds	3550 General Atomics Court 	San Diego           	CA  	92121	555-123-8473	fake18473@email.com 32.900279	 -117.192883
2743	Donation sorting	Help Process Gifts for an Organization in San Diego           	18473	Torrey Pines Institute for Molecular Studies. Inc.	BasicNeeds	3550 General Atomics Court 	San Diego           	CA  	92121	555-123-8473	fake18473@email.com 32.900279	 -117.192883
2744	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in San Diego           	18473	Torrey Pines Institute for Molecular Studies. Inc.	BasicNeeds	3550 General Atomics Court 	San Diego           	CA  	92121	555-123-8473	fake18473@email.com 32.900279	 -117.192883
2745	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in San Diego           	18473	Torrey Pines Institute for Molecular Studies. Inc.	BasicNeeds	3550 General Atomics Court 	San Diego           	CA  	92121	555-123-8473	fake18473@email.com 32.894046	 -117.234724
2746	Book/literacy fairs	Help organize a literary and book fair in Los Angeles	18466	Mt St Mary's College	Education	10 Chester Place 	Los Angeles	CA  	90007	555-123-8466	fake18466@email.com 34.029748	 -118.281431
2747	Career Days	Help organize a career day at an agency or school in Los Angeles	18466	Mt St Mary's College	Education	10 Chester Place 	Los Angeles	CA  	90007	555-123-8466	fake18466@email.com 34.029748	 -118.281431
2748	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Los Angeles	18466	Mt St Mary's College	Education	10 Chester Place 	Los Angeles	CA  	90007	555-123-8466	fake18466@email.com 34.029748	 -118.281431
2749	After-school homework help/tutoring	Tutor students after school in Los Angeles	18466	Mt St Mary's College	Education	10 Chester Place 	Los Angeles	CA  	90007	555-123-8466	fake18466@email.com 34.029748	 -118.281431
2750	Mentoring	Mentor a Teenager in Los Angeles	18466	Mt St Mary's College	Education	10 Chester Place 	Los Angeles	CA  	90007	555-123-8466	fake18466@email.com 34.029748	 -118.281431
2751	Graduations	Help at a High School student graduation ceremony in Los Angeles	18466	Mt St Mary's College	Education	10 Chester Place 	Los Angeles	CA  	90007	555-123-8466	fake18466@email.com 34.030212	 -118.277907
2752	Childcare	Help provide childcare at an agency serving families in poverty in Moraga              	18415	Moraga Educational Foundation                                                                                           	Income	 P O Box 34 	Moraga              	CA  	94556	555-123-8415	fake18415@email.com 37.840173	 -122.124739
2753	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Moraga              	18415	Moraga Educational Foundation                                                                                           	Income	 P O Box 34 	Moraga              	CA  	94556	555-123-8415	fake18415@email.com 37.840173	 -122.124739
2754	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Moraga              	18415	Moraga Educational Foundation                                                                                           	Income	 P O Box 34 	Moraga              	CA  	94556	555-123-8415	fake18415@email.com 37.840173	 -122.124739
2755	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Moraga              	18415	Moraga Educational Foundation                                                                                           	Income	 P O Box 34 	Moraga              	CA  	94556	555-123-8415	fake18415@email.com 37.840173	 -122.124739
2756	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Moraga              	18415	Moraga Educational Foundation                                                                                           	Income	 P O Box 34 	Moraga              	CA  	94556	555-123-8415	fake18415@email.com 37.840173	 -122.124739
2757	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Moraga              	18415	Moraga Educational Foundation                                                                                           	Income	 P O Box 34 	Moraga              	CA  	94556	555-123-8415	fake18415@email.com 37.840173	 -122.124739
2758	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Barstow	18393	United Way of Mojave Valley	BasicNeeds	 P O Box 362 	Barstow	CA  	92312	555-123-8393	fake18393@email.com 34.910571	 -116.939909
2759	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Barstow	18393	United Way of Mojave Valley	BasicNeeds	 P O Box 362 	Barstow	CA  	92312	555-123-8393	fake18393@email.com 34.910571	 -116.939909
2760	Donation sorting	Help Process Gifts for an Organization in Barstow	18393	United Way of Mojave Valley	BasicNeeds	 P O Box 362 	Barstow	CA  	92312	555-123-8393	fake18393@email.com 34.910571	 -116.939909
2761	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Barstow	18393	United Way of Mojave Valley	BasicNeeds	 P O Box 362 	Barstow	CA  	92312	555-123-8393	fake18393@email.com 34.910571	 -116.939909
2762	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Barstow	18393	United Way of Mojave Valley	BasicNeeds	 P O Box 362 	Barstow	CA  	92312	555-123-8393	fake18393@email.com 34.910571	 -116.939909
2763	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Los Angeles	18358	Midnight Mission	BasicNeeds	601 South San Pedro Street 	Los Angeles	CA  	90014	555-123-8358	fake18358@email.com 34.042972	 -118.251764
2764	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Los Angeles	18358	Midnight Mission	BasicNeeds	601 South San Pedro Street 	Los Angeles	CA  	90014	555-123-8358	fake18358@email.com 34.042972	 -118.251764
2765	Donation sorting	Help Process Gifts for an Organization in Los Angeles	18358	Midnight Mission	BasicNeeds	601 South San Pedro Street 	Los Angeles	CA  	90014	555-123-8358	fake18358@email.com 34.042972	 -118.251764
2766	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Los Angeles	18358	Midnight Mission	BasicNeeds	601 South San Pedro Street 	Los Angeles	CA  	90014	555-123-8358	fake18358@email.com 34.042972	 -118.251764
2767	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Los Angeles	18358	Midnight Mission	BasicNeeds	601 South San Pedro Street 	Los Angeles	CA  	90014	555-123-8358	fake18358@email.com 34.042972	 -118.251764
2768	Book/literacy fairs	Help organize a literary and book fair in Santa Clarita	18351	Michael Hoefflin Foundation	Education	26470 Ruether Avenue Unit 101	Santa Clarita	CA  	91350	555-123-8351	fake18351@email.com 48.656448	 2.392855
2769	Career Days	Help organize a career day at an agency or school in Santa Clarita	18351	Michael Hoefflin Foundation	Education	26470 Ruether Avenue Unit 101	Santa Clarita	CA  	91350	555-123-8351	fake18351@email.com 48.656448	 2.392855
2770	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Santa Clarita	18351	Michael Hoefflin Foundation	Education	26470 Ruether Avenue Unit 101	Santa Clarita	CA  	91350	555-123-8351	fake18351@email.com 48.656448	 2.392855
2771	After-school homework help/tutoring	Tutor students after school in Santa Clarita	18351	Michael Hoefflin Foundation	Education	26470 Ruether Avenue Unit 101	Santa Clarita	CA  	91350	555-123-8351	fake18351@email.com 48.656448	 2.392855
2772	Mentoring	Mentor a Teenager in Santa Clarita	18351	Michael Hoefflin Foundation	Education	26470 Ruether Avenue Unit 101	Santa Clarita	CA  	91350	555-123-8351	fake18351@email.com 48.656448	 2.392855
2773	Graduations	Help at a High School student graduation ceremony in Santa Clarita	18351	Michael Hoefflin Foundation	Education	26470 Ruether Avenue Unit 101	Santa Clarita	CA  	91350	555-123-8351	fake18351@email.com 48.656448	 2.392855
2774	Book/literacy fairs	Help organize a literary and book fair in Los Angeles         	18331	Mexican American Legal Defense	Education	634 South Spring Street, 11th Floor 	Los Angeles         	CA  	90014	555-123-8331	fake18331@email.com 34.042972	 -118.251764
2775	Career Days	Help organize a career day at an agency or school in Los Angeles         	18331	Mexican American Legal Defense	Education	634 South Spring Street, 11th Floor 	Los Angeles         	CA  	90014	555-123-8331	fake18331@email.com 34.042972	 -118.251764
2776	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in Los Angeles         	18331	Mexican American Legal Defense	Education	634 South Spring Street, 11th Floor 	Los Angeles         	CA  	90014	555-123-8331	fake18331@email.com 34.042972	 -118.251764
2777	After-school homework help/tutoring	Tutor students after school in Los Angeles         	18331	Mexican American Legal Defense	Education	634 South Spring Street, 11th Floor 	Los Angeles         	CA  	90014	555-123-8331	fake18331@email.com 34.042972	 -118.251764
2778	Mentoring	Mentor a Teenager in Los Angeles         	18331	Mexican American Legal Defense	Education	634 South Spring Street, 11th Floor 	Los Angeles         	CA  	90014	555-123-8331	fake18331@email.com 34.042972	 -118.251764
2779	Graduations	Help at a High School student graduation ceremony in Los Angeles         	18331	Mexican American Legal Defense	Education	634 South Spring Street, 11th Floor 	Los Angeles         	CA  	90014	555-123-8331	fake18331@email.com 34.042972	 -118.251764
2780	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Yorba Linda         	18319	Messiah Lutheran Church                                                                                                 	BasicNeeds	4861 Liverpool Street 	Yorba Linda         	CA  	92886	555-123-8319	fake18319@email.com 33.887579	 -117.805053
2781	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Yorba Linda         	18319	Messiah Lutheran Church                                                                                                 	BasicNeeds	4861 Liverpool Street 	Yorba Linda         	CA  	92886	555-123-8319	fake18319@email.com 33.887579	 -117.805053
2782	Donation sorting	Help Process Gifts for an Organization in Yorba Linda         	18319	Messiah Lutheran Church                                                                                                 	BasicNeeds	4861 Liverpool Street 	Yorba Linda         	CA  	92886	555-123-8319	fake18319@email.com 33.887579	 -117.805053
2783	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Yorba Linda         	18319	Messiah Lutheran Church                                                                                                 	BasicNeeds	4861 Liverpool Street 	Yorba Linda         	CA  	92886	555-123-8319	fake18319@email.com 33.887579	 -117.805053
2784	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Yorba Linda         	18319	Messiah Lutheran Church                                                                                                 	BasicNeeds	4861 Liverpool Street 	Yorba Linda         	CA  	92886	555-123-8319	fake18319@email.com 33.891682	 -117.829423
2785	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Long Beach          	18308	Mental Health America of Los Angeles County	BasicNeeds	100 West Broadway Suite 5010	Long Beach          	CA  	90802	555-123-8308	fake18308@email.com 33.765904	 -118.196602
2786	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Long Beach          	18308	Mental Health America of Los Angeles County	BasicNeeds	100 West Broadway Suite 5010	Long Beach          	CA  	90802	555-123-8308	fake18308@email.com 33.765904	 -118.196602
2787	Donation sorting	Help Process Gifts for an Organization in Long Beach          	18308	Mental Health America of Los Angeles County	BasicNeeds	100 West Broadway Suite 5010	Long Beach          	CA  	90802	555-123-8308	fake18308@email.com 33.765904	 -118.196602
2788	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Long Beach          	18308	Mental Health America of Los Angeles County	BasicNeeds	100 West Broadway Suite 5010	Long Beach          	CA  	90802	555-123-8308	fake18308@email.com 33.765904	 -118.196602
2789	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Long Beach          	18308	Mental Health America of Los Angeles County	BasicNeeds	100 West Broadway Suite 5010	Long Beach          	CA  	90802	555-123-8308	fake18308@email.com 33.765904	 -118.196602
2790	Book/literacy fairs	Help organize a literary and book fair in San Diego	18301	Mental Health Association San Diego	Education	4069 30th Street 	San Diego	CA  	92104	555-123-8301	fake18301@email.com 32.741668	 -117.127583
2791	Career Days	Help organize a career day at an agency or school in San Diego	18301	Mental Health Association San Diego	Education	4069 30th Street 	San Diego	CA  	92104	555-123-8301	fake18301@email.com 32.741668	 -117.127583
2792	Back to school events (supplies/backpack drives)	Help prepare back to school events in under-served communities in San Diego	18301	Mental Health Association San Diego	Education	4069 30th Street 	San Diego	CA  	92104	555-123-8301	fake18301@email.com 32.741668	 -117.127583
2793	After-school homework help/tutoring	Tutor students after school in San Diego	18301	Mental Health Association San Diego	Education	4069 30th Street 	San Diego	CA  	92104	555-123-8301	fake18301@email.com 32.741668	 -117.127583
2794	Mentoring	Mentor a Teenager in San Diego	18301	Mental Health Association San Diego	Education	4069 30th Street 	San Diego	CA  	92104	555-123-8301	fake18301@email.com 32.741668	 -117.127583
2795	Graduations	Help at a High School student graduation ceremony in San Diego	18301	Mental Health Association San Diego	Education	4069 30th Street 	San Diego	CA  	92104	555-123-8301	fake18301@email.com 32.751589	 -117.130058
2796	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Diego           	18262	Meals On Wheels	BasicNeeds	2254 San Diego Avenue, Ste. 200	San Diego           	CA  	92110	555-123-8262	fake18262@email.com 32.765725	 -117.200825
2797	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in San Diego           	18262	Meals On Wheels	BasicNeeds	2254 San Diego Avenue, Ste. 200	San Diego           	CA  	92110	555-123-8262	fake18262@email.com 32.765725	 -117.200825
2798	Donation sorting	Help Process Gifts for an Organization in San Diego           	18262	Meals On Wheels	BasicNeeds	2254 San Diego Avenue, Ste. 200	San Diego           	CA  	92110	555-123-8262	fake18262@email.com 32.765725	 -117.200825
2799	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in San Diego           	18262	Meals On Wheels	BasicNeeds	2254 San Diego Avenue, Ste. 200	San Diego           	CA  	92110	555-123-8262	fake18262@email.com 32.765725	 -117.200825
2800	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in San Diego           	18262	Meals On Wheels	BasicNeeds	2254 San Diego Avenue, Ste. 200	San Diego           	CA  	92110	555-123-8262	fake18262@email.com 32.765725	 -117.200825
2801	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in San Dimas           	18240	McKinley Children's Center	BasicNeeds	762 West Cypress Street 	San Dimas           	CA  	91773	555-123-8240	fake18240@email.com 34.103051	 -117.81661
2802	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in San Dimas           	18240	McKinley Children's Center	BasicNeeds	762 West Cypress Street 	San Dimas           	CA  	91773	555-123-8240	fake18240@email.com 34.103051	 -117.81661
2803	Donation sorting	Help Process Gifts for an Organization in San Dimas           	18240	McKinley Children's Center	BasicNeeds	762 West Cypress Street 	San Dimas           	CA  	91773	555-123-8240	fake18240@email.com 34.103051	 -117.81661
2804	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in San Dimas           	18240	McKinley Children's Center	BasicNeeds	762 West Cypress Street 	San Dimas           	CA  	91773	555-123-8240	fake18240@email.com 34.103051	 -117.81661
2805	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in San Dimas           	18240	McKinley Children's Center	BasicNeeds	762 West Cypress Street 	San Dimas           	CA  	91773	555-123-8240	fake18240@email.com 34.103051	 -117.81661
2806	Childcare	Help provide childcare at an agency serving families in poverty in Pasadena            	18237	Mayfield Senior School Student Aid Fund - Attn: Development Dept.                                                       	Income	500 Bellefontaine Street 	Pasadena            	CA  	91105	555-123-8237	fake18237@email.com 34.13622	 -118.16319
2807	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Pasadena            	18237	Mayfield Senior School Student Aid Fund - Attn: Development Dept.                                                       	Income	500 Bellefontaine Street 	Pasadena            	CA  	91105	555-123-8237	fake18237@email.com 34.13622	 -118.16319
2808	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Pasadena            	18237	Mayfield Senior School Student Aid Fund - Attn: Development Dept.                                                       	Income	500 Bellefontaine Street 	Pasadena            	CA  	91105	555-123-8237	fake18237@email.com 34.13622	 -118.16319
2809	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Pasadena            	18237	Mayfield Senior School Student Aid Fund - Attn: Development Dept.                                                       	Income	500 Bellefontaine Street 	Pasadena            	CA  	91105	555-123-8237	fake18237@email.com 34.13622	 -118.16319
2810	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Pasadena            	18237	Mayfield Senior School Student Aid Fund - Attn: Development Dept.                                                       	Income	500 Bellefontaine Street 	Pasadena            	CA  	91105	555-123-8237	fake18237@email.com 34.13622	 -118.16319
2811	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Pasadena            	18237	Mayfield Senior School Student Aid Fund - Attn: Development Dept.                                                       	Income	500 Bellefontaine Street 	Pasadena            	CA  	91105	555-123-8237	fake18237@email.com 34.131564	 -118.16233
2812	Childcare	Help provide childcare at an agency serving families in poverty in Pasadena            	18233	Mayfield Junior School Student Aid Fund Development Office                                                              	Income	405 South Euclid Avenue 	Pasadena            	CA  	91101	555-123-8233	fake18233@email.com 34.146818	 -118.140893
2813	Financial Literacy Workshops	Conduct financial literacy workshops to help educate struggling families in Pasadena            	18233	Mayfield Junior School Student Aid Fund Development Office                                                              	Income	405 South Euclid Avenue 	Pasadena            	CA  	91101	555-123-8233	fake18233@email.com 34.146818	 -118.140893
2814	Computer Literacy Workshops	Teach people in under-served communities basic computer literacy in Pasadena            	18233	Mayfield Junior School Student Aid Fund Development Office                                                              	Income	405 South Euclid Avenue 	Pasadena            	CA  	91101	555-123-8233	fake18233@email.com 34.146818	 -118.140893
2815	Job Interview/Resume Workshops	Help the unemployed prepared for a job interview in Pasadena            	18233	Mayfield Junior School Student Aid Fund Development Office                                                              	Income	405 South Euclid Avenue 	Pasadena            	CA  	91101	555-123-8233	fake18233@email.com 34.146818	 -118.140893
2816	Earned Income Tax Credit (EITC) a.k.a. Volunteer Income Tax Assistance (VITA)	Help poor families prepare their tax forms for EITC in Pasadena            	18233	Mayfield Junior School Student Aid Fund Development Office                                                              	Income	405 South Euclid Avenue 	Pasadena            	CA  	91101	555-123-8233	fake18233@email.com 34.146818	 -118.140893
2817	Life Skills Class Facilitation	Help poor families and individuals acquire the life-skills they need to succeed. in Pasadena            	18233	Mayfield Junior School Student Aid Fund Development Office                                                              	Income	405 South Euclid Avenue 	Pasadena            	CA  	91101	555-123-8233	fake18233@email.com 34.135827	 -118.142827
2818	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Rosemead	18211	Maryvale	BasicNeeds	7600 East Graves Avenue 	Rosemead	CA  	91770	555-123-8211	fake18211@email.com 48.539577	 2.332535
2819	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Rosemead	18211	Maryvale	BasicNeeds	7600 East Graves Avenue 	Rosemead	CA  	91770	555-123-8211	fake18211@email.com 48.539577	 2.332535
2820	Donation sorting	Help Process Gifts for an Organization in Rosemead	18211	Maryvale	BasicNeeds	7600 East Graves Avenue 	Rosemead	CA  	91770	555-123-8211	fake18211@email.com 48.539577	 2.332535
2821	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Rosemead	18211	Maryvale	BasicNeeds	7600 East Graves Avenue 	Rosemead	CA  	91770	555-123-8211	fake18211@email.com 48.539577	 2.332535
2822	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Rosemead	18211	Maryvale	BasicNeeds	7600 East Graves Avenue 	Rosemead	CA  	91770	555-123-8211	fake18211@email.com 34.055272	 -118.10354
2823	Welcome Home Kit assembly	Help assemble a Welcome Home Gift Basket for a formerly home person, scheduled to occupy a Permanent Supportive Housing dwelling in Santa Ana           	18201	Mary's Shelter	BasicNeeds	 P O Box 10433 	Santa Ana           	CA  	92711	555-123-8201	fake18201@email.com 49.744913	 12.047291
2824	Basic needs "kit" assembly	Help assemble a kit to help families in need navigate the maze of services available to them in Santa Ana           	18201	Mary's Shelter	BasicNeeds	 P O Box 10433 	Santa Ana           	CA  	92711	555-123-8201	fake18201@email.com 49.744913	 12.047291
2825	Donation sorting	Help Process Gifts for an Organization in Santa Ana           	18201	Mary's Shelter	BasicNeeds	 P O Box 10433 	Santa Ana           	CA  	92711	555-123-8201	fake18201@email.com 49.744913	 12.047291
2826	Cooking groups	Participate in a cooking group to prepare food for a homeless shelter in Santa Ana           	18201	Mary's Shelter	BasicNeeds	 P O Box 10433 	Santa Ana           	CA  	92711	555-123-8201	fake18201@email.com 49.744913	 12.047291
2827	Gift/Food Drives	Help organize a food drive or a gift drive for a shelter serving the homeless in Santa Ana           	18201	Mary's Shelter	BasicNeeds	 P O Box 10433 	Santa Ana           	CA  	92711	555-123-8201	fake18201@email.com 49.744913	 12.047291
